elmis_title,amharic,sector,sub_sector,professional_formal,stage1_best_score,stage1_best_label,stage1_best_uri,stage2_decision,stage2_selected_index,stage2_selected_label,stage2_selected_uri,stage2_selected_isco4,stage2_confidence,stage2_rationale,llm_provider,llm_model,raw_response
Ready Mix Concrete (RMC) Sales,ዝግጁ ድብልቅ ኮንክሪት (RMC) ሽያጭ,Manufacturing,"Manufacture of concrete, cement and resin products",P,0.7791,concrete finisher,http://data.europa.eu/esco/occupation/a9068f84-cecd-4cbb-9acb-e20c714435ec,match,4.0,building materials specialised seller,http://data.europa.eu/esco/occupation/71bac871-7594-4d86-a19f-592079bd8154,5223,high,"Candidate 4 is the only option that describes a sales role for building materials, which directly aligns with Ready Mix Concrete sales.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 4, ""confidence"": ""high"", ""rationale"": ""Candidate 4 is the only option that describes a sales role for building materials, which directly aligns with Ready Mix Concrete sales.""}"
Ready-Mix Concrete Production Manager,ዝግጁ-ድብልቅ ኮንክሪት ምርት አስተዳዳሪ,Manufacturing,"Manufacture of concrete, cement and resin products",P,0.7984,concrete finisher supervisor,http://data.europa.eu/esco/occupation/20db07fc-cc02-46aa-a4fc-b3c73ba8fa8f,match,3.0,industrial production manager,http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5,1321,high,"The ELMIS title describes a management role within a manufacturing context, which aligns with the industrial production manager's responsibilities and seniority.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 3, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a management role within a manufacturing context, which aligns with the industrial production manager's responsibilities and seniority.""}"
Real estate customer service and in house sales,የሪል እስቴት የደንበኞች አገልግሎት እና በቤት ውስጥ ሽያጭ,Service,Estimating the cost of housing sales and collecting rental income,P,0.7948,real estate agent,http://data.europa.eu/esco/occupation/8ec8df02-e9dd-43b7-b416-5846ae0414ab,match,1.0,real estate agent,http://data.europa.eu/esco/occupation/8ec8df02-e9dd-43b7-b416-5846ae0414ab,3334,high,Candidate 1 (real estate agent) encompasses both the sales and rental/letting aspects mentioned in the ELMIS title and sub-sector.,gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""Candidate 1 (real estate agent) encompasses both the sales and rental/letting aspects mentioned in the ELMIS title and sub-sector.""}"
Real Estate Photographer and Videographer,ሪል እስቴት ፎቶ አንሺ እና ቪዲዮ አንሺ,Service,Photographic works,P,0.8103,photographer,http://data.europa.eu/esco/occupation/66542dd6-05a6-4d9e-97ff-3f4858c31ff9,match,1.0,photographer,http://data.europa.eu/esco/occupation/66542dd6-05a6-4d9e-97ff-3f4858c31ff9,3431,high,"The candidate 'photographer' directly describes the core work of capturing images as specified in the ELMIS title, regardless of the real estate specialization.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""The candidate 'photographer' directly describes the core work of capturing images as specified in the ELMIS title, regardless of the real estate specialization.""}"
Real Estate Project HR Administrator,የሪል እስቴት ፕሮጀክት የሰው ኃይል አስተዳዳሪ,Service,Estimating the cost of housing sales and collecting rental income,P,0.8182,real estate manager,http://data.europa.eu/esco/occupation/0f5b4653-50b2-413a-826d-39d447480c21,match,4.0,human resources manager,http://data.europa.eu/esco/occupation/f605bcd2-90b6-45a0-a558-d05016d68a77,1212,high,"The ELMIS title specifically identifies an HR professional role, and the human resources manager is the only candidate that matches the functional responsibility of managing human capital.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 4, ""confidence"": ""high"", ""rationale"": ""The ELMIS title specifically identifies an HR professional role, and the human resources manager is the only candidate that matches the functional responsibility of managing human capital.""}"
Real Estate Sales Freelancer,የሪል እስቴት ሽያጭ ነፃ አውጪ,Service,Estimating the cost of housing sales and collecting rental income,P,0.8499,real estate agent,http://data.europa.eu/esco/occupation/8ec8df02-e9dd-43b7-b416-5846ae0414ab,match,1.0,real estate agent,http://data.europa.eu/esco/occupation/8ec8df02-e9dd-43b7-b416-5846ae0414ab,3334,high,"A Real Estate Sales Freelancer performs the core duties of a real estate agent, including facilitating sales and rentals and assessing property value.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""A Real Estate Sales Freelancer performs the core duties of a real estate agent, including facilitating sales and rentals and assessing property value.""}"
Realistic Exterior render,ተጨባጭ ውጫዊ አተረጓጎም,Service,Architecture Construction and Related Consultations,P,0.6823,interior designer,http://data.europa.eu/esco/occupation/73e776fb-4d99-4031-bad4-7716f121155d,no_match,,,,,high,"The ELMIS title refers to architectural 3D visualization or rendering, while the candidates focus on interior design, manual labor, or scenic painting.",gemini,gemini-3-flash-preview,"{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title refers to architectural 3D visualization or rendering, while the candidates focus on interior design, manual labor, or scenic painting.""}"
Reasturant manager,የምግብ ቤት አስተዳዳሪ,Tourism and art,"Resturant,Coffee shop",P,0.7793,metallurgical manager,http://data.europa.eu/esco/occupation/45517bc3-0887-416d-95fe-6ace1b90bddd,no_match,,,,,high,"None of the candidate occupations relate to the restaurant or hospitality sector; they are all focused on manufacturing, resource, or product management.",gemini,gemini-3-flash-preview,"{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidate occupations relate to the restaurant or hospitality sector; they are all focused on manufacturing, resource, or product management.""}"
Receipt Management Professional,ደረሰኝ አስተዳደር ባለሙያ,Service,Accounting audit and adminstrative works,P,0.8078,conveyance clerk,http://data.europa.eu/esco/occupation/a9411821-4f54-406e-ba37-4c6e5a39f9fe,match,4.0,document management officer,http://data.europa.eu/esco/occupation/ef5b17a5-3ca8-4965-bd3d-61c4aca490d1,1349,medium,"Receipt management involves the systematic classification and archiving of financial documents, which aligns with the functional description of a document management officer within the accounting sub-sector.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 4, ""confidence"": ""medium"", ""rationale"": ""Receipt management involves the systematic classification and archiving of financial documents, which aligns with the functional description of a document management officer within the accounting sub-sector.""}"
Reception Nurse,መቀበያ ነርስ,Health,Health,P,0.8089,specialist nurse,http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba,match,1.0,specialist nurse,http://data.europa.eu/esco/occupation/18e14e61-495b-44cc-a7c6-df4c625934ba,2221,medium,"The ELMIS title identifies a professional-class nurse (P) in the health sector, which aligns with the Nursing Professionals ISCO group represented by Candidate 1.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title identifies a professional-class nurse (P) in the health sector, which aligns with the Nursing Professionals ISCO group represented by Candidate 1.""}"
Reconciliation Officer,የእርቅ መኮንን,Service,Accounting audit and adminstrative works,P,0.8073,defence administration officer,http://data.europa.eu/esco/occupation/8b26eec6-7497-4218-8364-9b5983b04ae7,no_match,,,,,high,"The ELMIS title refers to a professional in the accounting and audit sub-sector, but all provided ESCO candidates are related to general administration, defense, law enforcement, or foreign policy.",gemini,gemini-3-flash-preview,"{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title refers to a professional in the accounting and audit sub-sector, but all provided ESCO candidates are related to general administration, defense, law enforcement, or foreign policy.""}"
Record & Archive,መዝገብ እና መዝገብ,Service,Library and Archives Services,P,0.7623,cultural archive manager,http://data.europa.eu/esco/occupation/fb022de4-920a-4eb0-80f9-fbb8ecfc36b1,match,1.0,cultural archive manager,http://data.europa.eu/esco/occupation/fb022de4-920a-4eb0-80f9-fbb8ecfc36b1,2621,high,Candidate 1 correctly identifies the professional level and the archive-specific domain specified in the ELMIS sub-sector.,gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""Candidate 1 correctly identifies the professional level and the archive-specific domain specified in the ELMIS sub-sector.""}"
Record & Archive Management Head,የመዝገብ እና ማህደር አስተዳደር ኃላፊ,Service,Library and Archives Services,P,0.7997,cultural archive manager,http://data.europa.eu/esco/occupation/fb022de4-920a-4eb0-80f9-fbb8ecfc36b1,match,1.0,cultural archive manager,http://data.europa.eu/esco/occupation/fb022de4-920a-4eb0-80f9-fbb8ecfc36b1,2621,high,"The ELMIS title describes a managerial role in archive services, which aligns best with the 'cultural archive manager' in the specified sub-sector of Library and Archives Services.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 1, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a managerial role in archive services, which aligns best with the 'cultural archive manager' in the specified sub-sector of Library and Archives Services.""}"
Record Management Trainer,የመዝገብ አስተዳደር አሰልጣኝ,Service,Library and Archives Services,P,0.8378,medical records manager,http://data.europa.eu/esco/occupation/983c2816-a339-4817-97f4-151a9ff3e64d,match,3.0,corporate trainer,http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e,2424,medium,"Candidate 3 matches the core professional function of training and coaching employees, which aligns with the ELMIS title's role within a service sector.",gemini,gemini-3-flash-preview,"{""decision"": ""match"", ""selected_index"": 3, ""confidence"": ""medium"", ""rationale"": ""Candidate 3 matches the core professional function of training and coaching employees, which aligns with the ELMIS title's role within a service sector.""}"
