"informal work in eng","Profession in Amharic","professional/ formal","sector","sub sector","nel_model_label","n_matches","best_score","best_confidence","m1_label","m1_uri","m1_score","m1_confidence","m2_label","m2_uri","m2_score","m2_confidence","m3_label","m3_uri","m3_score","m3_confidence","m4_label","m4_uri","m4_score","m4_confidence","m5_label","m5_uri","m5_score","m5_confidence"
"Public relations officer","የህዝብ ግንኙነት ኃላፊ","P","Service","Advertising","minilm","5","1.0000","exact","public relations officer","http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134","1.0000","exact","public relations manager","http://data.europa.eu/esco/occupation/6cc19251-763b-4de1-b4f7-526c9ff732d2","0.9528","exact","political affairs officer","http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a","0.8827","high_confidence","public affairs consultant","http://data.europa.eu/esco/occupation/9e285322-2cfa-430f-9b66-41be57d698e2","0.8819","high_confidence","public administration manager","http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d","0.8808","high_confidence"
"Public Relations Specialist III","የህዝብ ግንኙነት ባለሙያ III","P","Service","Advertising","minilm","5","0.9415","high_confidence","public relations officer","http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134","0.9415","high_confidence","public relations manager","http://data.europa.eu/esco/occupation/6cc19251-763b-4de1-b4f7-526c9ff732d2","0.9245","high_confidence","public affairs consultant","http://data.europa.eu/esco/occupation/9e285322-2cfa-430f-9b66-41be57d698e2","0.8657","high_confidence","public administration manager","http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d","0.8246","low_similarity","political affairs officer","http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a","0.8221","low_similarity"
"Public Relations Specialist IV","የህዝብ ግንኙነት ባለሙያ IV","P","Service","Advertising","minilm","5","0.9363","high_confidence","public relations officer","http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134","0.9363","high_confidence","public relations manager","http://data.europa.eu/esco/occupation/6cc19251-763b-4de1-b4f7-526c9ff732d2","0.9156","high_confidence","public affairs consultant","http://data.europa.eu/esco/occupation/9e285322-2cfa-430f-9b66-41be57d698e2","0.8613","high_confidence","international relations officer","http://data.europa.eu/esco/occupation/7819669b-30c2-42e6-a1c4-0bcd6f0379ff","0.8215","low_similarity","back office specialist","http://data.europa.eu/esco/occupation/b2e81332-0972-4e0f-9a4d-1d15c9c9513b","0.8196","low_similarity"
"Public Relations Specialist with Legal Background","የህግ ዳራ ያለው የህዝብ ግንኙነት ባለሙያ","P","Service","Advertising","minilm","5","0.8870","high_confidence","public relations officer","http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134","0.8870","high_confidence","public relations manager","http://data.europa.eu/esco/occupation/6cc19251-763b-4de1-b4f7-526c9ff732d2","0.8734","high_confidence","public affairs consultant","http://data.europa.eu/esco/occupation/9e285322-2cfa-430f-9b66-41be57d698e2","0.8468","low_similarity","back office specialist","http://data.europa.eu/esco/occupation/b2e81332-0972-4e0f-9a4d-1d15c9c9513b","0.8043","low_similarity","legal policy officer","http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c","0.7973","low_similarity"
"Public speaking trainer","የህዝብ ንግግር አሰልጣኝ","P","Service","Short-term language training and education","minilm","5","0.9063","high_confidence","public speaking coach","http://data.europa.eu/esco/occupation/21f4eb29-f6e5-4623-acb9-f3ff9c2f525d","0.9063","high_confidence","corporate trainer","http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e","0.8205","low_similarity","speech and language therapist","http://data.europa.eu/esco/occupation/8021f3a2-e3de-43c0-b366-075da74dc5b7","0.7949","low_similarity","police trainer","http://data.europa.eu/esco/occupation/6b304370-0112-4881-a1bd-27d8df645d00","0.7896","low_similarity","ICT trainer","http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910","0.7885","low_similarity"
"Publication Graphic Designer","የህትመት ግራፊክ ዲዛይነር","P","Service","Advertising","minilm","5","0.9075","high_confidence","graphic designer","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2","0.9075","high_confidence","digital media designer","http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb","0.8044","low_similarity","production designer","http://data.europa.eu/esco/occupation/4d4b243f-6c3b-48c3-a564-2e7f2d592a3c","0.8043","low_similarity","publications coordinator","http://data.europa.eu/esco/occupation/aab8009a-5759-4f52-8865-6cc657b1f099","0.7862","low_similarity","photographic developer","http://data.europa.eu/esco/occupation/7180a7be-68cd-4636-8c12-706722ad8862","0.7858","low_similarity"
"Publicist/ writer","ጸሃፊ/አደባባይ","P","Service","Advertising","minilm","5","0.8261","low_similarity","writer","http://data.europa.eu/esco/occupation/b06a1dde-e5a1-4219-9491-2bedd0282e4b","0.8261","low_similarity","newspaper editor","http://data.europa.eu/esco/occupation/26ce22fe-4018-4387-8e6b-c2555f5fc0ac","0.7591","low_similarity","political journalist","http://data.europa.eu/esco/occupation/eb7e42d0-9b3f-49ad-81f1-b9ee8491bf39","0.7546","low_similarity","journalist","http://data.europa.eu/esco/occupation/a47f82d3-4cf7-4abf-bb36-2c8cbad28234","0.7484","low_similarity","public speaking coach","http://data.europa.eu/esco/occupation/21f4eb29-f6e5-4623-acb9-f3ff9c2f525d","0.7470","low_similarity"
"Publisher","አታሚ","P","Service","Publishing and book services","minilm","5","0.9423","high_confidence","book publisher","http://data.europa.eu/esco/occupation/e2ad6d3e-1736-466b-a2bf-9823f683c8ab","0.9423","high_confidence","desktop publisher","http://data.europa.eu/esco/occupation/78216000-edc1-474b-9569-28ed6a657da2","0.8823","high_confidence","publishing rights manager","http://data.europa.eu/esco/occupation/1da55a33-09b3-4ac7-818e-2a0fea68cecc","0.7997","low_similarity","magazine editor","http://data.europa.eu/esco/occupation/f8d14b95-6a36-4290-b226-2342e236406e","0.7989","low_similarity","book editor","http://data.europa.eu/esco/occupation/4bef1707-a251-427e-9d8b-96595ec38d45","0.7961","low_similarity"
"Pulses and Oilseeds Export Manager","የጥራጥሬ እና የቅባት እህሎች ኤክስፖርት አስተዳዳሪ","P","Business","Wholesale of agricultural products for raw materials","minilm","5","0.8329","low_similarity","import export manager in agricultural raw materials, seeds and animal feeds","http://data.europa.eu/esco/occupation/dc2a924c-653a-4922-9226-f6909dd64580","0.8329","low_similarity","import export manager in coffee, tea, cocoa and spices","http://data.europa.eu/esco/occupation/4311b9e0-064e-41bc-b120-5eb21f337780","0.8286","low_similarity","import export manager in fruit and vegetables","http://data.europa.eu/esco/occupation/dc29cd23-d6ba-46b0-bc2f-424e20270099","0.8246","low_similarity","import export manager in dairy products and edible oils","http://data.europa.eu/esco/occupation/65beb253-61b0-4f8f-9c3c-49419913fd18","0.8232","low_similarity","import export manager in agricultural machinery and equipment","http://data.europa.eu/esco/occupation/0cbfa809-2d71-44e5-b736-c4da3c8fe09d","0.8179","low_similarity"
"Pump Technician","የፓምፕ ቴክኒሻን","P","Service","Equipment and machine installation and maintenance service","minilm","5","0.8658","high_confidence","fluid power technician","http://data.europa.eu/esco/occupation/0b6e1a0d-63fe-42d4-8dff-2ff187a9fea9","0.8658","high_confidence","irrigation technician","http://data.europa.eu/esco/occupation/534d18fe-eae4-4a02-af4d-f78e92faa5d5","0.8650","high_confidence","drain technician","http://data.europa.eu/esco/occupation/461959ed-6a80-4c33-a75e-26aaeb52a5a7","0.8576","high_confidence","gas service technician","http://data.europa.eu/esco/occupation/97b3cab1-f4f0-41ed-8c80-e65e6c067e95","0.8546","high_confidence","lift technician","http://data.europa.eu/esco/occupation/f8d1bcf9-9ca1-408f-a713-7bdf28c400fd","0.8443","low_similarity"
"Purchase & Data Encoder","ግዢ እና የውሂብ መቀየሪያ","P","Business","Wholesale business in specialized stores","minilm","5","0.7521","low_similarity","purchaser","http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1","0.7521","low_similarity","ICT buyer","http://data.europa.eu/esco/occupation/bb95ef58-9139-4967-bfc1-da8386a4e672","0.7398","low_similarity","music and video shop specialised seller","http://data.europa.eu/esco/occupation/e02d7c8a-1e38-4a67-a6e1-f580e550238f","0.7183","low_similarity","confectionery specialised seller","http://data.europa.eu/esco/occupation/268565be-d94f-4983-a33f-2b7dabc61f24","0.7172","low_similarity","telecommunications equipment specialised seller","http://data.europa.eu/esco/occupation/f4b4fb1d-0224-4e6b-b7c9-84bcf133be00","0.7086","low_similarity"
"Purchase Aanalyist","ተንታኝ ይግዙ","P","Business","Wholesale business in specialized stores","minilm","5","0.7694","low_similarity","purchaser","http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1","0.7694","low_similarity","specialised seller","http://data.europa.eu/esco/occupation/547b304b-9a72-4717-9b24-b7046df5f64e","0.7349","low_similarity","shoe and leather accessories specialised seller","http://data.europa.eu/esco/occupation/72149e37-f4f4-4570-8c17-27444160aa16","0.7254","low_similarity","second-hand goods specialised seller","http://data.europa.eu/esco/occupation/4ae3ad16-2d33-406c-8497-c66f7d61b914","0.7241","low_similarity","market vendor","http://data.europa.eu/esco/occupation/c822ca35-6c36-4eab-97fa-90f2775091c3","0.7234","low_similarity"
"Purchase and logistic superior","ግዢ እና ሎጂስቲክስ የላቀ","P","Business","Wholesale business in specialized stores","minilm","5","0.7732","low_similarity","purchaser","http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1","0.7732","low_similarity","purchasing manager","http://data.europa.eu/esco/occupation/377865f0-c327-4599-8c7e-d428c6588edf","0.7569","low_similarity","second-hand goods specialised seller","http://data.europa.eu/esco/occupation/4ae3ad16-2d33-406c-8497-c66f7d61b914","0.7327","low_similarity","purchase planner","http://data.europa.eu/esco/occupation/dbdc9f7b-31c6-4f21-a9c5-48253bb69c08","0.7308","low_similarity","visual merchandiser","http://data.europa.eu/esco/occupation/35eb0aa6-b40d-449d-9390-719be8912277","0.7220","low_similarity"
"Purchase and market expert","የግዢ እና የገበያ ባለሙያ","P","Business","Wholesale business in specialized stores","minilm","5","0.8494","low_similarity","market vendor","http://data.europa.eu/esco/occupation/c822ca35-6c36-4eab-97fa-90f2775091c3","0.8494","low_similarity","market research analyst","http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1","0.8345","low_similarity","online marketer","http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7","0.8255","low_similarity","marketing consultant","http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc","0.8208","low_similarity","market research interviewer","http://data.europa.eu/esco/occupation/7843a4c6-a9f6-4095-94b9-45b384d4bd57","0.8180","low_similarity"
"Purchase Division Head","የግዢ ክፍል ኃላፊ","P","Business","Wholesale business in specialized stores","minilm","5","0.6859","low_similarity","purchaser","http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1","0.6859","low_similarity","purchasing manager","http://data.europa.eu/esco/occupation/377865f0-c327-4599-8c7e-d428c6588edf","0.6854","low_similarity","pricing specialist","http://data.europa.eu/esco/occupation/e16c2422-1323-4d8a-bd0f-c7584de70be1","0.6836","low_similarity","set buyer","http://data.europa.eu/esco/occupation/9b3c6dd8-4d3b-4a12-8bb8-55bb2e92c3a6","0.6735","low_similarity","motor vehicles specialised seller","http://data.europa.eu/esco/occupation/6a163fef-dee8-4583-82b0-13b76d8a27b2","0.6694","low_similarity"
"Purchase Expertise I","የግዢ ባለሙያ I","P","Business","Wholesale business in specialized stores","minilm","5","0.7910","low_similarity","purchaser","http://data.europa.eu/esco/occupation/29fa406d-de89-4515-be8d-0fe7bda993f1","0.7910","low_similarity","specialised seller","http://data.europa.eu/esco/occupation/547b304b-9a72-4717-9b24-b7046df5f64e","0.7789","low_similarity","purchase planner","http://data.europa.eu/esco/occupation/dbdc9f7b-31c6-4f21-a9c5-48253bb69c08","0.7784","low_similarity","market vendor","http://data.europa.eu/esco/occupation/c822ca35-6c36-4eab-97fa-90f2775091c3","0.7637","low_similarity","intellectual property consultant","http://data.europa.eu/esco/occupation/5a8835bf-65c7-48e3-ab2f-7ad98b3fdb59","0.7630","low_similarity"
"Purchase Follow-Up & Control Officer","የግዢ ክትትል እና ቁጥጥር ኦፊሰር","P","Business","Wholesale business in specialized stores","minilm","5","0.8089","low_similarity","purchasing manager","http://data.europa.eu/esco/occupation/377865f0-c327-4599-8c7e-d428c6588edf","0.8089","low_similarity","procurement support officer","http://data.europa.eu/esco/occupation/c9b2b0a7-0adc-4ca7-bf7c-dc95e18aeac7","0.7767","low_similarity","policy officer","http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8","0.7664","low_similarity","purchase planner","http://data.europa.eu/esco/occupation/dbdc9f7b-31c6-4f21-a9c5-48253bb69c08","0.7659","low_similarity","motor vehicle aftersales manager","http://data.europa.eu/esco/occupation/1663e9d9-857b-4efa-9ab6-886c7fc763f6","0.7551","low_similarity"
"Purchase to Pay (PTP) Assistant (Scanner)","የሚከፈልበት ግዢ (PTP) ረዳት (ስካነር)","P","Business","Wholesale business in specialized stores","minilm","5","0.7226","low_similarity","sales support assistant","http://data.europa.eu/esco/occupation/5c1eba1e-7820-4287-9746-4c5906320100","0.7226","low_similarity","billing clerk","http://data.europa.eu/esco/occupation/bafbc672-0ad9-41af-9de8-db0c91a24f9b","0.7220","low_similarity","ICT buyer","http://data.europa.eu/esco/occupation/bb95ef58-9139-4967-bfc1-da8386a4e672","0.7209","low_similarity","shop assistant","http://data.europa.eu/esco/occupation/0b15375e-dfdd-4047-9efb-096e0aaee7d2","0.7195","low_similarity","payroll clerk","http://data.europa.eu/esco/occupation/ade351da-7bda-424e-8682-bbdcab2a25be","0.7087","low_similarity"
"Purchasing & General Service Section Head","የግዢ እና አጠቃላይ አገልግሎት ክፍል ኃላፊ","P","Business","Wholesale business in specialized stores","minilm","5","0.7189","low_similarity","technical sales representative in machinery and industrial equipment","http://data.europa.eu/esco/occupation/b6f4573d-659f-49ca-a885-850a48d01913","0.7189","low_similarity","technical sales representative in office machinery and equipment","http://data.europa.eu/esco/occupation/e6c298a4-62de-4b62-b48e-c5fdca8f6071","0.7185","low_similarity","product and services manager","http://data.europa.eu/esco/occupation/e5a63940-57d3-4065-8713-74b4e2c93063","0.7144","low_similarity","service manager","http://data.europa.eu/esco/occupation/bcc2c1db-f969-4355-bebf-4878ff6c2a94","0.7123","low_similarity","business service manager","http://data.europa.eu/esco/occupation/3c136897-4e0e-41ef-bb57-d8152323b93a","0.7119","low_similarity"
"Purchasing & Material Management Supervisor","የግዢ እና የቁሳቁስ አስተዳደር ተቆጣጣሪ","P","Business","Wholesale business in specialized stores","minilm","5","0.8522","high_confidence","building materials shop manager","http://data.europa.eu/esco/occupation/3a8ac6cd-b59a-4b93-b071-0324e895b8e4","0.8522","high_confidence","purchasing manager","http://data.europa.eu/esco/occupation/377865f0-c327-4599-8c7e-d428c6588edf","0.8246","low_similarity","leather goods production supervisor","http://data.europa.eu/esco/occupation/0e68f523-3206-4896-b725-44150dd22057","0.8219","low_similarity","shop supervisor","http://data.europa.eu/esco/occupation/bdfb48e0-79dc-4b63-8470-db2e03b37326","0.8216","low_similarity","plastic and rubber products manufacturing supervisor","http://data.europa.eu/esco/occupation/4568a282-3904-4dfc-a6ec-e847b3ca90e8","0.8145","low_similarity"
